image_name,correct_lat,correct_lng,description,image_url
Hồng ngài A Phủ,21.195194,104.44975,"Vợ chồng A Phủ” là một trong các tác phẩm văn học kinh điển nhất của nhà văn Tô Hoài. Chắc hẳn ai cũng biết bối cảnh của truyện diễn ra ở Tây Bắc, nhưng ít ai biết chính xác quê hương của vợ chồng A Phủ ở đâu? Hãy cùng du ngoạn bản Hồng Ngài Sơn La để khám phá bí mật này nhé.",./images/mienbac/hong-ngai-a-phu.jpg
Lòng hồ thủy điện,21.702389,103.613528,"Với vẻ đẹp hùng vĩ, thơ mộng, cùng những điểm đến hấp dẫn và sắc màu văn hóa các dân tôc thiểu số độc đáo, đây là điểm du lịch nổi tiếng ở tỉnh Sơn La. ",./images/mienbac/long-ho-thuy-dien.jpg
Đền A Sào,20.687472,106.396722,"Sào có tên gốc là A Cảo, một vùng đất nằm ven sông Hóa (nay thuộc xã An Thái, huyện Quỳnh Phụ, tỉnh Thái Bình). Một vùng đất cổ, hội tụ khí thiêng sông biển, địa thế hiểm yếu, nên đã được Triều Trần chọn làm thái ấp của Phụng Càn Vương Trần Liễu, thân phụ của Trần Quốc Tuấn).",./images/mienbac/den-a-sao.jpg
Đền Mẫu Tiên La,20.623278,106.218722,"Ngôi đền thờ Phật, Mẫu tín ngưỡng lâu đời của dân tộc, đồng thời thờ danh nhân đất Việt với các nghi thức tâm linh cổ truyền.26",./images/mienbac/den-mau-tien-la.jpg
Đền tiên la,20.623389,106.218833,"Đền Tiên La tọa lạc tại thôn Tiên La, xã Đoan Hùng, huyện Hưng Hà, tỉnh Thái Bình. Nằm bên dòng sông Tiên Hưng, ngôi đền nổi tiếng với giá trị lịch sử, văn hóa và tín ngưỡng sâu sắc.",./images/mienbac/den-tien-la.jpg
Khu lăng mộ 3 vua Trần,20.597,106.145972,"Khu lăng mộ và đền thờ các vị vua triều Trần thuộc phủ Long Hưng xưa, là vùng đất có vị thế địa kinh tế chính trị văn hóa đặc biệt quan trọng, gắn với nhiều sự kiện lịch sử thời Trần và lịch sử dân tộc, là hậu phương, nền tảng vững chắc, để của nhà Trần thay thế vai trò chính trị của nhà Lý.",./images/mienbac/khu-lang-mo-3-vua-tran.jpg
Nhà lưu niệm Bác Hồ,20.477722,106.298861,"Đây cũng là địa phương từng được đón Bác Hồ về thăm và hiện nay tại mảnh đất nơi Người nói chuyện cùng cán bộ, nhân dân ngày ấy, đền thờ Bác Hồ được xây dựng khang trang trong khuôn viên đẹp. ",./images/mienbac/nha-luu-niem-bac-ho.jpg
Di tích chiến thắng khe lau,22.478528,105.073611,"Chiến thắng Khe Lau, được đánh giá là 1 trong 10 trận đánh lớn trong chiến dịch Việt Bắc Thu-Đông năm 1947.",./images/mienbac/di-tich-chien-thang-khe-lau.jpg
Di tích đá bàn,21.749694,105.087778,"Nơi đây cũng là địa chỉ đỏ khẳng định tình cảm thắm thiết, thuỷ chung giữa hai dân tộc Việt Nam – Lào.",./images/mienbac/di-tich-da-ban.jpg
Di tích lịch sử hành trình về cội nguồn,21.825611,105.215778,"Nơi đây đã ghi lại những sự kiện lịch sử hào hùng của ngày đầu thành lập nước Việt Nam Dân chủ Cộng hoà. Những di tích chính của Tân Trào gồm: Lán Nà Lừa, cây đa Tân Trào, đình Tân Trào, đình Hồng Thái… Cùng với những di tích lịch sử ghi dấu ấn cuộc kháng chiến thần thánh của dân tộc ta suốt 9 năm trường kỳ",./images/mienbac/di-tich-lich-su-hanh-trinh-ve-coi-nguon.jpg
Di tích lịch sử kim quan,21.858694,105.438778,"Cách khu hầm của Trung ương Đảng, Chính phủ là Vực Nhù, nơi Bác Hồ đã ở và làm việc.",./images/mienbac/di-tich-lich-su-kim-quan.jpg
Suối khoáng mỹ lâm,21.764806,105.122778,"Suối khoáng nóng Mỹ Lâm nằm tại xã Phú Lâm, huyện Yên Sơn, tỉnh Tuyên Quang, là một điểm đến nghỉ dưỡng sinh thái đẳng cấp",./images/mienbac/suoi-khoang-my-lam.jpg
Chùa Hà Tiên,21.326833,105.598528,"nằm trên đường lên thị trấn du lịch Tam Đảo, gắn liền với câu chuyện sư trụ trì Tịnh Huân cho lập đàn tự hóa cầu mưa",./images/mienbac/chua-ha-tien.jpg
Hiền viện Trúc Lâm Tây Thiên,21.465722,105.576222,"Thiền viện Trúc Lâm Tây Thiên được ví như là 1 hòn ngọc quý nằm ngay giữa lòng vùng núi Tam Đảo, Vĩnh Phúc",./images/mienbac/hien-vien-truc-lam-tay-thien.jpg
Nhà thờ đá Tam Đảo,21.456028,105.6435,"Nhà thờ đá Tam Đảo, Vĩnh Phúc hơn trăm năm tuổi chính là kiệt tác kiến trúc cổ bằng đá cực kỳ tráng lệ giữa thiên nhiên hùng vĩ. ",./images/mienbac/nha-tho-da-tam-dao.jpg
Tam Đảo,21.488194,105.577472,Khu du lịch Tam Đảo nằm trên dãy núi Tam Đảo ở độ cao trên 900 m so với mực nước biển. Cách thủ đô Hà Nội khoảng 80 km ,./images/mienbac/tam-dao.jpg
Tháp Bình Sơn,21.419806,105.406583,"Tháp Bình Sơn, còn gọi là Tháp chùa Vĩnh Khánh hay Tháp Then, là một ngôi tháp cổ, tương truyền nguyên thủy có 13 tầng tuy hiện nay chỉ còn lại 11 tầng.",./images/mienbac/thap-binh-son.jpg
Hồ thác bà,21.728417,105.021389,"Hồ Thác Bà có diện tích 23400 ha, trong đó, diện tích mặt nước là 19050 ha, chiều dài 80 km, chiều rộng lớn nhất 30 km, mực nước dao động từ 46 m đến 58 m, chứa được 3 đến 3,9 tỉ mét khối nước.",./images/mienbac/ho-thac-ba.jpg
Suối nóng,21.466528,104.37775,Suối khoáng nóng Trạm Tấu là khu du lịch sinh thái nổi bật với cảnh quan xinh tươi cùng nhiều góc sống ảo đẹp quên lối về. Đây là điểm du lịch thu hút đông đảo các bạn trẻ ghé thăm tại Yên Bái. ,./images/mienbac/suoi-nong.jpg
Thác háng tề chơ,21.442056,104.580806,"Ngọn thác này được lấy tên theo một bản làng gần đó. Đó là bản làng của người Mông thuộc khu vực xã Làng Nhì của huyện Trạm Tấu, Yên Bái.",./images/mienbac/thac-hang-te-cho.jpg
Mù cang chải,21.808444,104.150667,"Mù Cang Chải là huyện vùng cao phía Tây của tỉnh Yên Bái, cách trung tâm thành phố Yên Bái 180km, cách thủ đô Hà Nội hơn 300km về phía Tây Bắc.",./images/mienbac/mu-cang-chai.jpg
Suối giàng,21.613028,104.594639,"Suối Giàng là một xã vùng cao của huyện Văn Chấn, tỉnh Yên Bái, nằm cách trung tâm huyện lỵ Văn Chấn 12 km về phía Bắc, với diện tích tự nhiên là 5.922 héc-ta, bao gồm 4 tộc người cùng cư trú là người Mông, Kinh, Dao, Tày",./images/mienbac/suoi-giang.jpg
