image_name,correct_lat,correct_lng,description,image_url
Nhà cổ Huỳnh Thủy Lê – Đồng Tháp,10.3333,105.3333,"Nhà cổ Huỳnh Thủy Lê là một ngôi nhà cổ nổi tiếng với kiến trúc độc đáo, kết hợp giữa phong cách Việt Nam và Pháp. Ngôi nhà gắn liền với câu chuyện tình lãng mạn của nhà văn Marguerite Duras.",./images/miennam/Nha-co-Huynh-Thuy-Le.jpg
Vườn quốc gia Tràm Chim – Đồng Tháp,10.6,105.4,"Vườn quốc gia Tràm Chim là một khu bảo tồn thiên nhiên quan trọng, với hệ sinh thái đa dạng và phong phú. Đây là nơi sinh sống của nhiều loài chim quý hiếm, trong đó có sếu đầu đỏ.",./images/miennam/Vuon-quoc-gia-Tram-Chim.jpg
Chợ nổi Ngã Bảy – Hậu Giang,9.7833,105.7333,"Chợ nổi Ngã Bảy là một trong những chợ nổi lớn và nổi tiếng nhất ở miền Tây Nam Bộ. Chợ họp trên sông, với hàng trăm chiếc thuyền buôn bán đủ loại hàng hóa, từ trái cây, rau củ đến quần áo, đồ gia dụng.",./images/miennam/Cho-noi-Nga-Bay.jpg
Chùa Aranhứt – Hậu Giang,9.7667,105.7167,"Chùa Aranhứt là một ngôi chùa Khmer cổ kính với kiến trúc độc đáo. Chùa có nhiều tượng Phật được chạm khắc tinh xảo và không gian yên tĩnh, thanh tịnh.",./images/miennam/Chua-Aranhut.jpg
Công viên Chiến Thắng – Hậu Giang,9.75,105.7,"Công viên Chiến Thắng là một công viên rộng lớn với nhiều cây xanh và các công trình tưởng niệm. Đây là nơi người dân địa phương đến thư giãn, vui chơi và tưởng nhớ các anh hùng liệt sĩ.",./images/miennam/Cong-vien-Chien-Thang.jpg
Công viên Giải trí Kittyd & Minnied – Hậu Giang,9.7333,105.6833,Công viên Giải trí Kittyd & Minnied là một công viên giải trí dành cho trẻ em với nhiều trò chơi hấp dẫn.,./images/miennam/Cong-vien-Giai-tri-Kittyd-Minnied.jpg
Khu bảo tồn thiên nhiên Lung Ngọc Hoàng – Hậu Giang,9.7167,105.6667,"Lung Ngọc Hoàng là một khu bảo tồn thiên nhiên rộng lớn với hệ sinh thái đa dạng và phong phú. Đây là nơi sinh sống của nhiều loài động vật và thực vật quý hiếm, trong đó có sếu đầu đỏ.",./images/miennam/Khu-bao-ton-thien-nhien-Lung-Ngoc-Hoang.jpg
Khu di tích Chiến thắng Tầm Vu – Hậu Giang,9.7,105.65,"Khu di tích Chiến thắng Tầm Vu là một di tích lịch sử quan trọng, ghi dấu chiến công hiển hách của quân và dân ta trong cuộc kháng chiến chống Pháp.",./images/miennam/Khu-di-tich-Chien-thang-Tam-Vu.jpg
Rừng tràm Chim Vị Thủy – Hậu Giang,9.6833,105.6333,"Rừng tràm Chim Vị Thủy là một khu rừng tràm ngập mặn với cảnh quan thiên nhiên hoang sơ và thơ mộng. Đây là nơi sinh sống của nhiều loài chim, trong đó có sếu đầu đỏ.",./images/miennam/Rung-tram-Chim-Vi-Thuy.jpg
Chùa Láng Cát (Chùa Ratanaransi) – Kiên Giang,10.15,105.1,"Chùa Láng Cát là một ngôi chùa Khmer cổ kính với kiến trúc độc đáo. Chùa có nhiều tượng Phật được chạm khắc tinh xảo và không gian yên tĩnh, thanh tịnh.",./images/miennam/Chua-Lang-Cat-Chua-Ratanaransi.jpg
Chùa Tam Bảo – Kiên Giang,10.2,105.15,Chùa Tam Bảo là một ngôi chùa lớn với kiến trúc đồ sộ. Chùa có nhiều tượng Phật và các công trình kiến trúc đẹp mắt.,./images/miennam/Chua-Tam-Bao.jpg
Công viên văn hóa An Hòa – Kiên Giang,10.25,105.2,"Công viên văn hóa An Hòa là một công viên rộng lớn với nhiều cây xanh và các công trình văn hóa. Đây là nơi người dân địa phương đến thư giãn, vui chơi và tìm hiểu về văn hóa.",./images/miennam/Cong-vien-van-hoa-An-Hoa.jpg
Đảo Hải Tặc – Kiên Giang,9.95,104.45,"Đảo Hải Tặc là một quần đảo hoang sơ với nhiều hòn đảo nhỏ. Nơi đây có cảnh quan thiên nhiên tươi đẹp, không khí trong lành và là điểm đến lý tưởng để khám phá biển đảo.",./images/miennam/Dao-Hai-Tac.jpg
Đảo Nam Du – Kiên Giang,9.76,104.347,"Quần đảo Nam Du là một điểm đến hấp dẫn với những bãi biển tuyệt đẹp, làn nước trong xanh và cảnh quan hoang sơ.",./images/miennam/Dao-Nam-Du.jpg
Grand World Phú Quốc – Kiên Giang,10.3303,103.9739,"Grand World Phú Quốc là một tổ hợp vui chơi giải trí, mua sắm và ẩm thực đẳng cấp quốc tế. Nơi đây có nhiều công trình kiến trúc độc đáo, các show diễn hoành tráng và các hoạt động vui chơi giải trí hấp dẫn.",./images/miennam/Grand-World-Phu-Quoc.jpg
Hòn Sơn – Kiên Giang,9.4667,104.4667,"Hòn Sơn là một hòn đảo xinh đẹp với những bãi biển hoang sơ, làng chài yên bình và cảnh quan thiên nhiên tươi đẹp.",./images/miennam/Hon-Son.jpg
Hòn Thơm – Kiên Giang,10.05,104.0333,"Hòn Thơm là một hòn đảo lớn với nhiều bãi biển đẹp, khu vui chơi giải trí và các dịch vụ du lịch cao cấp.",./images/miennam/Hon-Thom.jpg
Làng chài Rạch Vẹm – Kiên Giang,10.3667,104.0,Làng chài Rạch Vẹm là một làng chài yên bình với những ngôi nhà nổi độc đáo và những hoạt động đánh bắt hải sản truyền thống.,./images/miennam/Lang-chai-Rach-Vem.jpg
Mũi Nai – Kiên Giang,10.4,104.05,Mũi Nai là một mũi đất nhô ra biển với cảnh quan thiên nhiên hoang sơ và thơ mộng. Đây là nơi lý tưởng để ngắm cảnh hoàng hôn và chụp ảnh.,./images/miennam/Mui-Nai.jpg
Nhà bảo tàng Quốc – Kiên Giang,10.2167,105.1833,"Nhà bảo tàng Kiên Giang là nơi trưng bày các hiện vật và hình ảnh về lịch sử, văn hóa và con người Kiên Giang.",./images/miennam/Nha-bao-tang-Quoc.jpg
Nhà tù Phú Quốc – Kiên Giang,10.1333,104.0167,"Nhà tù Phú Quốc là một di tích lịch sử quan trọng, nơi giam giữ và tra tấn các chiến sĩ cách mạng trong thời kỳ kháng chiến chống Pháp và Mỹ.",./images/miennam/Nha-tu-Phu-Quoc.jpg
Núi Đá Dựng – Kiên Giang,10.45,105.05,Núi Đá Dựng là một ngọn núi đá vôi với nhiều hang động và vách đá dựng đứng. Đây là nơi lý tưởng để leo núi và khám phá thiên nhiên.,./images/miennam/Nui-Da-Dung.jpg
Vườn quốc gia U Minh Thượng – Kiên Giang,9.6,105.1,Vườn quốc gia U Minh Thượng là một khu bảo tồn thiên nhiên rộng lớn với hệ sinh thái đa dạng và phong phú. Đây là nơi sinh sống của nhiều loài động vật và thực vật quý hiếm.,./images/miennam/Vuon-quoc-gia-U-Minh-Thuong.jpg
Bảo tàng - Long An,10.6333,106.4167,"Bảo tàng Long An là nơi trưng bày các hiện vật và hình ảnh về lịch sử, văn hóa và con người Long An.",./images/miennam/Bao-tang.jpg
Chùa Tôn Thạnh - Long An,10.5333,106.35,"Chùa Tôn Thạnh là một ngôi chùa cổ kính với kiến trúc độc đáo. Chùa có nhiều tượng Phật được chạm khắc tinh xảo và không gian yên tĩnh, thanh tịnh.",./images/miennam/Chua-Ton-Thanh.jpg
Công viên 7 Kỳ Quan - Long An,10.6,106.4,"Công viên 7 Kỳ Quan là một công viên giải trí với nhiều mô hình kỳ quan thế giới thu nhỏ, được tái hiện sinh động và hấp dẫn.",./images/miennam/Cong-vien-7-Ky-Quan.jpg
Khu di tích kháng chiến Đức Huệ – Long An,10.8333,106.25,"Khu di tích kháng chiến Đức Huệ là một di tích lịch sử quan trọng, ghi dấu chiến công hiển hách của quân và dân ta trong cuộc kháng chiến chống Mỹ.",./images/miennam/Khu-di-tich-khang-chien-Duc-Hue.jpg
Khu di tích lịch sử Vàm Nhựt Tảo – Long An,10.4667,106.3833,"Khu di tích lịch sử Vàm Nhựt Tảo là một di tích lịch sử quan trọng, gắn liền với chiến thắng của quân và dân ta trong trận đánh Vàm Nhựt Tảo.",./images/miennam/Khu-di-tich-lich-su-Vam-Nhut-Tao.jpg
Khu du lịch Cánh đồng bất tận – Long An,10.7,106.45,Khu du lịch Cánh đồng bất tận có cảnh quan thiên nhiên tươi đẹp với những cánh đồng lúa xanh mướt và trải nghiệm sinh thái độc đáo.,./images/miennam/Khu-du-lich-Canh-dong-bat-tan.jpg
Làng nổi Tân Lập – Long An,10.5667,106.3667,"Làng nổi Tân Lập là một ngôi làng độc đáo với những ngôi nhà nổi trên mặt nước, nổi tiếng với rừng tràm nguyên sinh.",./images/miennam/Lang-noi-Tan-Lap.jpg
MyQ Safari - Vườn thú Mỹ Quỳnh – Long An,10.6667,106.4333,"MyQ Safari là một vườn thú hoang dã với nhiều loài động vật quý hiếm và hoạt động tham quan, giáo dục hấp dẫn cho trẻ em.",./images/miennam/MyQ-Safari---Vuon-thu-My-Quynh.jpg
Tổ Đình Kim Cang – Long An,10.65,106.425,"Tổ Đình Kim Cang là một ngôi chùa cổ kính, nơi tu hành của các tăng ni, phật tử, mang đậm nét truyền thống Phật giáo Việt Nam.",./images/miennam/To-Dinh-Kim-Cang.jpg
Tượng đài Chiến thắng – Long An,10.6167,106.4167,Tượng đài Chiến thắng là một công trình tưởng niệm các anh hùng liệt sĩ đã hy sinh trong các cuộc chiến tranh bảo vệ Tổ quốc.,./images/miennam/Tuong-dai-Chien-thang.jpg
Chợ nổi Ngã Năm – Sóc Trăng,9.6,105.4,"Chợ nổi Ngã Năm là một trong những chợ nổi lâu đời và nổi tiếng nhất ở miền Tây. Họp ngay tại ngã năm sông, với hàng trăm chiếc thuyền buôn bán nhộn nhịp.",./images/miennam/Cho-noi-Nga-Nam.jpg
Chùa Chén Kiểu (Sà Lôn) – Sóc Trăng,9.5833,105.4167,"Chùa Chén Kiểu là một ngôi chùa Khmer cổ kính, nổi bật với lối trang trí bằng các chén, đĩa sứ rực rỡ trên tường và mái chùa.",./images/miennam/Chua-Chen-Kieu.jpg
Chùa Kh'leang – Sóc Trăng,9.5667,105.4333,"Chùa Kh'leang là một trong những ngôi chùa cổ nhất ở Sóc Trăng, có kiến trúc Khmer đặc sắc và không gian thanh tịnh.",./images/miennam/Chua-Khleang.jpg
Chùa Ông Bổn – Sóc Trăng,9.55,105.45,"Chùa Ông Bổn là một ngôi chùa mang đậm dấu ấn Trung Hoa, thờ Ông Bổn – vị thần bảo hộ cộng đồng người Hoa.",./images/miennam/Chua-Ong-Bon.jpg
Chùa Peam Buôn Thmây – Sóc Trăng,9.5333,105.4667,"Một ngôi chùa Khmer cổ kính, với nhiều tượng Phật được chạm khắc tinh xảo và các nghi lễ mang nét văn hóa đặc trưng của người Khmer.",./images/miennam/Chua-Peam-Buon-Thmay.jpg
Chùa Phật học 2 – Sóc Trăng,9.5167,105.4833,"Chùa Phật học 2 là một ngôi chùa lớn với kiến trúc đồ sộ. Chùa có nhiều tượng Phật và các công trình kiến trúc đẹp mắt, là nơi tu tập và sinh hoạt tín ngưỡng của phật tử.",./images/miennam/Chua-Phat-hoc-2.jpg
Chùa Som Rong – Sóc Trăng,9.5,105.5,"Chùa Som Rong là một ngôi chùa Khmer nổi bật với tượng Phật nằm lớn, kiến trúc hài hòa và không gian yên bình.",./images/miennam/Chua-Som-Rong.jpg
Cồn Mỹ Phước – Sóc Trăng,9.4833,105.5167,"Cồn Mỹ Phước là một cù lao nhỏ xanh mát, với nhiều vườn cây ăn trái, hoạt động du lịch sinh thái và trải nghiệm miệt vườn miền Tây.",./images/miennam/Con-My-Phuoc.jpg
Cù Lao Dung – Sóc Trăng,9.4667,105.5333,"Cù Lao Dung là một cù lao lớn nổi tiếng với cảnh quan thiên nhiên hoang sơ, các bãi biển nhỏ và hoạt động du lịch cộng đồng.",./images/miennam/Cu-Lao-Dung.jpg
Đường hoa kèn hồng – Sóc Trăng,9.45,105.55,"Đường hoa kèn hồng là một điểm đến lãng mạn vào mùa hoa nở, với hàng cây kèn hồng rợp bóng dọc tuyến đường, thu hút du khách đến tham quan và chụp ảnh.",./images/miennam/Duong-hoa-ken-hong.jpg
Thiền viện Trúc Lâm – Sóc Trăng,9.4333,105.5667,"Thiền viện Trúc Lâm là một thiền viện lớn với kiến trúc trang nghiêm, không gian yên tĩnh, là nơi tu tập và học đạo của nhiều tăng ni, phật tử.",./images/miennam/Thien-vien-Truc-Lam.jpg
Cửa khẩu Mộc Bài – Tây Ninh,11.0833,106.2667,"Cửa khẩu Mộc Bài là cửa khẩu quốc tế lớn, đóng vai trò quan trọng trong giao thương giữa Việt Nam và Campuchia.",./images/miennam/Cua-khau-Moc-Bai.jpg
Di tích chiến thắng Tua Hai – Tây Ninh,11.4167,106.1667,"Một di tích lịch sử nổi bật, ghi dấu chiến thắng oanh liệt trong cuộc kháng chiến chống Mỹ của quân dân Tây Ninh.",./images/miennam/Di-tich-chien-thang-Tua-Hai.jpg
Hồ Núi Đá – Tây Ninh,11.3333,106.2,"Hồ Núi Đá là một hồ nước lớn với khung cảnh hữu tình, không khí trong lành, là địa điểm dã ngoại lý tưởng của người dân địa phương.",./images/miennam/Ho-Nui-Da.jpg
Khu di tích Căn cứ Trung ương Cục miền Nam – Tây Ninh,11.25,106.15,Khu di tích là nơi lưu giữ dấu ấn lịch sử quan trọng – trung tâm đầu não của cách mạng miền Nam trong thời kỳ kháng chiến.,./images/miennam/Khu-di-tich-Can-cu-Trung-uong-Cuc-mien-Nam.jpg
Khu du lịch Long Điền Sơn – Tây Ninh,11.1667,106.2333,"Khu du lịch sinh thái với nhiều hoạt động giải trí, không gian xanh mát và các trò chơi phù hợp cho gia đình.",./images/miennam/Khu-du-lich-Long-Dien-Son.jpg
Lễ giỗ Quan Lớn Trà Vong – Tây Ninh,11.1,106.2,Lễ hội truyền thống của người dân Tây Ninh nhằm tưởng nhớ công đức của Quan Lớn Trà Vong – một vị nhân thần có công khai phá vùng đất.,./images/miennam/Le-gio-Quan-Lon-Tra-Vong.jpg
Lễ Kỳ Yên – Tây Ninh,11.0,106.1,"Lễ hội dân gian truyền thống cầu cho quốc thái dân an, mưa thuận gió hòa, mùa màng bội thu.",./images/miennam/Le-Ky-Yen.jpg
Tòa Thánh Tây Ninh,11.3167,106.3333,"Tòa Thánh Tây Ninh là trung tâm đạo Cao Đài – một tôn giáo đặc trưng của Việt Nam. Công trình kiến trúc độc đáo, đầy màu sắc và ý nghĩa tâm linh sâu sắc.",./images/miennam/Toa-Thanh.jpg
Tòa Thánh Cao Đài Hội Yến Diêu Trì Cung – Tây Ninh,11.3,106.3,"Một công trình quy mô lớn, lộng lẫy và linh thiêng của đạo Cao Đài, là nơi tổ chức các nghi lễ quan trọng như Hội Yến Diêu Trì.",./images/miennam/Toa-Thanh-Cao-Dai-Hoi-Yen-Dieu-Tri-Cung.jpg
Vườn quốc gia Lò Gò - Xa Mát – Tây Ninh,11.4,106.0,"Vườn quốc gia Lò Gò - Xa Mát là khu bảo tồn thiên nhiên lớn, có hệ sinh thái phong phú, nhiều loài động thực vật quý hiếm. Đây là điểm đến hấp dẫn cho hoạt động du lịch sinh thái và nghiên cứu khoa học.",./images/miennam/Vuon-quoc-gia-Lo-Go---Xa-Mat.jpg
Bách Nhật Hoa Viên – Tiền Giang,10.3667,106.3333,"Bách Nhật Hoa Viên là một vườn hoa rộng lớn với hàng trăm loài hoa khoe sắc quanh năm. Đây là điểm đến lý tưởng để tham quan, chụp ảnh và tổ chức sự kiện.",./images/miennam/Bach-Nhat-Hoa-Vien.jpg
Biển Tân Thành – Tiền Giang,10.1667,106.3167,"Bãi biển Tân Thành nổi tiếng với cát đen đặc trưng, thích hợp để tắm biển, dạo chơi và thưởng thức hải sản.",./images/miennam/Bien-Tan-Thanh.jpg
Chợ nổi Cái Bè – Tiền Giang,10.35,105.9833,"Chợ nổi Cái Bè là một trong những chợ nổi lâu đời tại miền Tây, nơi buôn bán tấp nập trên sông, đậm chất văn hóa sông nước.",./images/miennam/Cho-noi-Cai-Be.jpg
Chùa Sắc Tứ Linh Thứu – Tiền Giang,10.3833,106.35,"Chùa cổ với kiến trúc trang nghiêm, là nơi sinh hoạt tín ngưỡng và tu học của nhiều tăng ni, phật tử.",./images/miennam/Chua-Sac-Tu-Linh-Thuu.jpg
Chùa Vĩnh Tràng – Tiền Giang,10.35,106.3167,Ngôi chùa nổi tiếng với kiến trúc pha trộn Á – Âu và tượng Phật khổng lồ. Đây là điểm du lịch tâm linh nổi bật tại Tiền Giang.,./images/miennam/Chua-Vinh-Trang.jpg
Di tích lịch sử Rạch Gầm - Xoài Mút – Tiền Giang,10.3167,105.95,Di tích quan trọng gắn với chiến thắng lẫy lừng của nghĩa quân Tây Sơn chống quân Xiêm vào thế kỷ XVIII.,./images/miennam/Di-tich-lich-su-Rach-Gam---Xoai-Mut.jpg
Đình Đốc phủ Hải – Tiền Giang,10.3333,106.3,"Ngôi đình cổ thờ Đốc phủ Hải – vị quan thanh liêm, được người dân địa phương kính trọng.",./images/miennam/Dinh-Doc-phu-Hai.jpg
Lăng Hoàng Gia – Tiền Giang,10.3,106.2833,"Khu lăng mộ của các vị hoàng thân triều Nguyễn, có kiến trúc cổ kính, uy nghiêm.",./images/miennam/Lang-Hoang-Gia.jpg
Nhà cổ Ba Đức – Tiền Giang,10.2833,106.2667,"Nhà cổ mang phong cách kiến trúc Pháp kết hợp Nam Bộ, là địa điểm tham quan được yêu thích của du khách.",./images/miennam/Nha-co-Ba-Duc.jpg
Nhà cổ Lê Quang Xoát – Tiền Giang,10.2667,106.25,"Ngôi nhà có kiến trúc truyền thống đặc sắc, phản ánh nét văn hóa xưa của người Tiền Giang.",./images/miennam/Nha-co-Le-Quang-Xoat.jpg
Nhà cổ Ông Kiệt – Tiền Giang,10.25,106.2333,"Một ngôi nhà cổ theo phong cách nhà vườn Nam Bộ, được bảo tồn nguyên vẹn.",./images/miennam/Nha-co-Ong-Kiet.jpg
Nhà thờ Cái Bè – Tiền Giang,10.3583,105.9897,"Nhà thờ Công giáo lớn với kiến trúc đặc sắc, là nơi sinh hoạt tín ngưỡng của cộng đồng giáo dân Cái Bè.",./images/miennam/Nha-tho-Cai-Be.jpg
Vườn hoa Mãn Đình Hồng – Tiền Giang,10.3417,106.325,"Vườn hoa rực rỡ sắc màu với hàng ngàn loài hoa mãn đình hồng, thích hợp để tham quan, chụp ảnh cưới.",./images/miennam/Vuon-hoa-Man-Dinh-Hong.jpg
Ao Bà Om – Trà Vinh,9.8667,106.3333,"Ao Bà Om là một di tích lịch sử văn hóa cấp quốc gia, gắn liền với truyền thuyết về cuộc thi đào ao của người Khmer.",./images/miennam/-Ao-Ba-Om.jpg
Bảo tàng Văn hóa dân tộc Khmer – Trà Vinh,9.9,106.35,"Bảo tàng Văn hóa dân tộc Khmer là nơi trưng bày các hiện vật và hình ảnh về lịch sử, văn hóa và đời sống của người Khmer ở Trà Vinh.",./images/miennam/-Bao-tang-Van-hoa-dan-toc-Khmer.jpg
Chùa Cò (Chùa Nodol) – Trà Vinh,9.9333,106.3667,Chùa Cò là một ngôi chùa Khmer cổ kính với kiến trúc độc đáo. Là nơi sinh sống của hàng ngàn con cò.,./images/miennam/-Chua-Co-Chua-Nodol.jpg
Chùa Hang – Trà Vinh,9.9667,106.3833,Chùa Hang là một ngôi chùa độc đáo được xây dựng trong một hang động tự nhiên. Là nơi thờ tự của cả người Kinh và người Hoa.,./images/miennam/-Chua-Hang.jpg
Chùa Ông Mẹt – Trà Vinh,10.0,106.4,Chùa Ông Mẹt là một ngôi chùa cổ kính với kiến trúc truyền thống.,./images/miennam/-Chua-Ong-Met.jpg
Đền thờ Bác Hồ – Trà Vinh,10.0333,106.4167,Đền thờ Bác Hồ là nơi tưởng nhớ và tri ân công lao to lớn của Chủ tịch Hồ Chí Minh.,./images/miennam/-Den-tho-Bac-Ho.jpg
Điện gió Duyên Hải – Trà Vinh,10.0667,106.4333,Điện gió Duyên Hải là một công trình năng lượng tái tạo lớn nhất khu vực đồng bằng sông Cửu Long.,./images/miennam/-Dien-gio-Duyen-Hai.jpg
Khu du lịch Huỳnh Kha – Trà Vinh,10.1,106.45,Khu du lịch Huỳnh Kha là một khu du lịch sinh thái với nhiều hoạt động vui chơi giải trí hấp dẫn.,./images/miennam/-Khu-du-lich-Huynh-Kha.jpg
Nhà thờ Công giáo Mặc Bắc – Trà Vinh,9.8833,106.3167,"Nhà thờ Mặc Bắc mang đậm kiến trúc Pháp cổ điển, với những đường nét hoa văn tinh tế và mái vòm cao vút.",./images/miennam/-Nha-tho-Cong-giao-Mac-Bac.jpg
Phước Minh cung – Trà Vinh,9.85,106.3,"Phước Minh Cung là một ngôi miếu cổ kính với kiến trúc độc đáo, mang đậm dấu ấn văn hóa Trung Hoa.",./images/miennam/-Phuoc-Minh-cung.jpg
Rừng ngập mặn Long Khánh – Trà Vinh,9.8167,106.2833,Rừng ngập mặn Long Khánh là một khu rừng ngập mặn rộng lớn với hệ sinh thái đa dạng và phong phú.,./images/miennam/-Rung-ngap-man-Long-Khanh.jpg
Thiền viện Trúc Lâm – Trà Vinh,9.7833,106.2667,"Thiền viện Trúc Lâm là một thiền viện lớn với không gian thanh tịnh. Đây là nơi tu tập và sinh hoạt của các tăng ni, phật tử.",./images/miennam/-Thien-vien-Truc-Lam.jpg
Chùa cổ - Long An,10.2333,105.9833,"Chùa cổ Long An là một ngôi chùa cổ kính với kiến trúc độc đáo, mang đậm dấu ấn văn hóa Khmer.",./images/miennam/-Chua-co.jpg
Chùa Hạnh Phúc Tăng - Long An,10.2667,106.0,Chùa Hạnh Phúc Tăng là một ngôi chùa lớn với kiến trúc đồ sộ.,./images/miennam/-Chua-Hanh-Phuc-Tang.jpg
Chùa Khmer Phù Ly - Long An,10.25,105.95,Chùa Khmer Phù Ly là một ngôi chùa Khmer cổ kính với kiến trúc độc đáo.,./images/miennam/-Chua-Khmer-Phu-Ly.jpg
Chùa Phật Ngọc Xá Lợi Vĩnh Long - Long An,10.2167,105.9667,Chùa Phật Ngọc Xá Lợi Vĩnh Long là một ngôi chùa lớn với kiến trúc hiện đại.,./images/miennam/-Chua-Phat-Ngoc-Xa-Loi-Vinh-Long.jpg
Chùa Phước Hậu - Long An,10.2,105.9333,Chùa Phước Hậu là một ngôi chùa cổ kính với kiến trúc truyền thống.,./images/miennam/-Chua-Phuoc-Hau.jpg
Chùa Tiên Châu - Long An,10.1833,105.9167,Chùa Tiên Châu là một ngôi chùa cổ kính với kiến trúc độc đáo.,./images/miennam/-Chua-Tien-Chau.jpg
Đền thờ Phạm Hùng - Long An,10.3,106.05,Đền thờ Phạm Hùng là nơi tưởng nhớ và tri ân công lao to lớn của đồng chí Phạm Hùng.,./images/miennam/-Den-tho-Pham-Hung.jpg
Đình Long Thanh - Long An,10.2833,106.0333,Đình Long Thanh là một ngôi đình cổ kính với kiến trúc truyền thống.,./images/miennam/-Dinh-Long-Thanh.jpg
Khu du lịch sinh thái Hoàng Hảo - Long An.jpg,10.2667,106.0167,Khu du lịch sinh thái Hoàng Hảo là một khu du lịch sinh thái với nhiều hoạt động vui chơi giải trí hấp dẫn.,./images/miennam/-Khu-du-lich-sinh-thai-Hoang-Hao.jpg
Khu sinh thái Hoàng Quân - Long An.jpg,10.25,105.9833,Khu sinh thái Hoàng Quân là một khu du lịch sinh thái với cảnh quan thiên nhiên tươi đẹp.,./images/miennam/-Khu-sinh-thai-Hoang-Quan.jpg
Khu sinh thái nhà xưa - Long An.jpg,10.2333,105.9667,Khu sinh thái nhà xưa là một khu du lịch sinh thái với những ngôi nhà cổ được phục dựng.,./images/miennam/-Khu-sinh-thai-nha-xua.jpg
Văn Thánh Miếu Vĩnh Long - Long An.jpg,10.2333,105.9833,"Văn Thánh Miếu Vĩnh Long là một di tích lịch sử văn hóa quan trọng, nơi thờ Khổng Tử và các bậc hiền triết của Việt Nam.",./images/miennam/-Van-Thanh-Mieu-Vinh-Long.jpg
Bãi biển Long Hải – BRVT.jpg,10.4,107.1667,"Bãi biển Long Hải là một bãi biển đẹp với bờ cát trắng mịn và làn nước trong xanh. Nơi đây có không khí trong lành và cảnh quan yên bình, thích hợp để nghỉ dưỡng và tắm biển.",./images/miennam/-Bai-bien-Long-Hai.jpg
Chùa Bánh Xèo – BRVT.jpg,10.3833,107.15,Chùa Bánh Xèo là một ngôi chùa độc đáo với kiến trúc kết hợp giữa phong cách Việt Nam và Trung Hoa. Chùa nổi tiếng với món bánh xèo chay thơm ngon được phục vụ du khách.,./images/miennam/-Chua-Banh-Xeo.jpg
Chùa Hòn Một – BRVT.jpg,10.3667,107.1333,"Chùa Hòn Một là một ngôi chùa nằm trên một hòn đảo nhỏ, có cảnh quan thiên nhiên tươi đẹp và không gian thanh tịnh.",./images/miennam/-Chua-Hon-Mot.jpg
Đảo Ngọc Vũng Tàu (Cù Lao Bãi Ngựa) – BRVT.jpg,10.35,107.1167,Đảo Ngọc Vũng Tàu là một hòn đảo hoang sơ với những bãi biển tuyệt đẹp và làn nước trong xanh. Nơi đây có cảnh quan thiên nhiên hoang sơ và là điểm đến lý tưởng để khám phá biển đảo.,./images/miennam/-Dao-Ngoc-Vung-Tau-Cu-Lao-Bai-Ngua.jpg
Đèo Nước Ngọt – BRVT.jpg,10.3333,107.1,"Đèo Nước Ngọt là một con đèo đẹp với một bên là biển và một bên là núi. Đứng trên đèo, bạn có thể ngắm nhìn toàn cảnh biển cả và núi non hùng vĩ.",./images/miennam/-Deo-Nuoc-Ngot.jpg
Hồ Cốc – BRVT.jpg,10.4333,107.4167,"Hồ Cốc là một bãi biển hoang sơ với bờ cát trắng mịn và làn nước trong xanh. Nơi đây có không khí trong lành và cảnh quan yên bình, thích hợp để nghỉ dưỡng và tắm biển.",./images/miennam/-Ho-Coc.jpg
Khu bảo tồn thiên nhiên Bình Châu - Phước Bửu – BRVT,10.45,107.4333,Khu bảo tồn thiên nhiên rộng lớn với hệ sinh thái đa dạng và phong phú.,./images/miennam/-Khu-bao-ton-thien-nhien-Binh-Chau---Phuoc-Buu.jpg
Núi Dinh – BRVT,10.5,107.25,"Ngọn núi cao với cảnh quan thiên nhiên hùng vĩ, có nhiều chùa chiền và di tích lịch sử.",./images/miennam/-Nui-Dinh.jpg
Núi Minh Đạm – BRVT,10.4833,107.2333,Ngọn núi với nhiều di tích lịch sử cách mạng và cảnh biển đẹp từ đỉnh núi.,./images/miennam/-Nui-Minh-Dam.jpg
Núi Thị Vải – BRVT,10.5167,107.2667,"Ngọn núi cao, có nhiều chùa chiền và lễ hội truyền thống.",./images/miennam/-Nui-Thi-Vai.jpg
Suối khoáng nóng Bình Châu – BRVT,10.4667,107.45,Khu nghỉ dưỡng với hồ khoáng nóng tự nhiên và cảnh quan tươi đẹp.,./images/miennam/-Suoi-khoang-nong-Binh-Chau.jpg
Tượng Chúa Kitô Vua – BRVT,10.3417,107.0833,"Tượng Chúa lớn trên đỉnh Núi Nhỏ, biểu tượng của thành phố Vũng Tàu.",./images/miennam/-Tuong-Chua-Kito-Vua.jpg
Bảo tàng Quân khu 9 – Cần Thơ,10.0333,105.7833,Nơi trưng bày hiện vật và hình ảnh về lịch sử quân đội và kháng chiến.,./images/miennam/-Bao-tang-Quan-khu-9.jpg
Chùa Phật Học – Cần Thơ,10.05,105.8,Ngôi chùa lớn với kiến trúc đồ sộ và nhiều tượng Phật.,./images/miennam/-Chua-Phat-Hoc.jpg
Chùa Pôthi Somrôn – Cần Thơ,10.0667,105.8167,Chùa Khmer cổ kính với kiến trúc độc đáo và không gian yên tĩnh.,./images/miennam/-Chua-Pothi-Somron.jpg
